Start_Time,State,Weather_Condition
2016-12-24 21:56:20,CA,Clear
2016-12-24 21:57:05,CA,Partly Cloudy
2016-12-24 21:53:10,CA,Partly Cloudy
2016-12-24 21:55:00,CA,Clear
2016-12-24 23:37:41,CA,Clear
2016-12-24 23:39:09,CA,Clear
2016-12-25 01:22:01,CA,Clear
2016-12-25 02:02:50,CA,Clear
2016-12-25 02:16:56,CA,Clear
2016-12-25 02:18:08,CA,Clear
2016-12-25 03:53:43,CA,
2016-12-25 03:42:54,CA,Clear
2016-12-25 05:12:21,CA,Clear
2016-12-25 06:36:39,CA,Mostly Cloudy
2016-12-25 06:52:07,CA,Clear
2016-12-25 07:43:42,CA,Scattered Clouds
2016-12-25 08:50:00,CA,Mostly Cloudy
2016-12-25 11:11:38,CA,Scattered Clouds
2016-12-25 12:37:27,CA,Scattered Clouds
2016-12-25 14:05:20,CA,Mostly Cloudy
2016-12-25 14:04:51,CA,Mostly Cloudy
2016-12-25 14:03:46,CA,Mostly Cloudy
2016-12-25 15:23:55,CA,Overcast
2016-12-25 16:09:56,CA,Mostly Cloudy
2016-12-25 16:07:13,CA,Scattered Clouds
2016-12-25 18:42:27,CA,Clear
2016-12-25 18:47:22,CA,Partly Cloudy
2016-12-25 18:56:28,CA,Clear
2016-12-25 18:58:33,CA,Clear
2016-12-25 19:12:00,CA,Partly Cloudy
2016-12-25 19:15:55,CA,Partly Cloudy
2016-12-25 19:12:35,CA,Clear
2016-12-25 19:53:58,CA,Clear
2016-12-25 19:57:45,CA,Partly Cloudy
2016-12-25 20:13:19,CA,Clear
2016-12-25 20:06:07,CA,Partly Cloudy
2016-12-25 20:30:58,CA,Clear
2016-12-25 20:34:29,CA,Clear
2016-12-25 20:50:19,CA,Partly Cloudy
2016-12-25 21:21:16,CA,Clear
2016-12-25 21:20:21,CA,Clear
2016-12-25 21:18:08,CA,Partly Cloudy
2016-12-25 21:43:06,CA,Clear
2016-12-25 21:43:41,CA,Clear
2016-12-25 21:49:57,CA,
2016-12-25 21:49:16,CA,Clear
2016-12-25 21:55:17,CA,Clear
2016-12-25 22:06:32,CA,Clear
2016-12-25 22:30:50,CA,Clear
2016-12-25 22:25:37,CA,Clear
2016-12-25 22:41:26,CA,Clear
2016-12-25 22:40:55,CA,Clear
2016-12-25 22:53:05,CA,Partly Cloudy
2016-12-25 22:55:53,CA,Clear
2016-12-25 22:57:17,CA,Partly Cloudy
2016-12-25 23:05:13,CA,Clear
2016-12-25 23:33:35,CA,Clear
2016-12-25 23:32:51,CA,Clear
2016-12-25 23:38:26,CA,Clear
2016-12-25 23:39:21,CA,Clear
2016-12-25 23:49:12,CA,Clear
2016-12-25 23:45:50,CA,Clear
2016-12-26 00:05:03,CA,Clear
2016-12-26 00:23:19,CA,Clear
2016-12-26 00:31:41,CA,Clear
2016-12-26 00:44:15,CA,Clear
2016-12-26 00:34:30,CA,Partly Cloudy
2016-12-26 00:37:04,CA,Clear
2016-12-26 01:41:39,CA,Clear
2016-12-26 01:56:52,CA,Clear
2016-12-26 02:27:19,CA,Clear
2016-12-26 02:35:19,CA,Clear
2016-12-26 05:01:12,CA,Clear
2016-12-26 04:49:29,CA,Clear
2016-12-26 06:02:52,CA,Clear
2016-12-26 07:00:54,CA,Clear
2016-12-26 06:42:02,CA,Clear
2016-12-26 07:42:07,CA,Clear
2016-12-26 08:41:19,CA,Clear
2016-12-26 09:49:17,CA,Clear
2016-12-26 10:07:56,CA,Clear
2016-12-26 10:09:53,CA,Clear
2016-12-26 10:42:54,CA,Partly Cloudy
2016-12-26 10:55:05,CA,Clear
2016-12-26 14:47:50,CA,Clear
2016-12-26 15:56:16,CA,Clear
2016-12-26 16:44:29,CA,Clear
2016-12-26 16:46:35,CA,Clear
2016-12-26 16:45:38,CA,Clear
2016-12-26 17:14:34,CA,Clear
2016-12-26 17:15:52,CA,Clear
2016-12-26 17:32:02,CA,Clear
2016-12-26 17:58:04,CA,Clear
2016-12-26 17:58:39,CA,Clear
2016-12-26 17:57:25,CA,Clear
2016-12-26 18:29:53,CA,Clear
2016-12-26 18:32:36,CA,Clear
2016-12-26 18:32:07,CA,Partly Cloudy
2016-12-26 18:57:39,CA,Clear
2016-12-26 18:57:05,CA,Clear
2016-12-26 19:12:36,CA,Clear
2016-12-26 19:06:35,CA,Clear
2016-12-26 19:17:20,CA,Clear
2016-12-26 19:24:32,CA,Clear
2016-12-26 20:07:57,CA,Clear
2016-12-26 20:41:39,CA,Clear
2016-12-26 20:49:16,CA,Clear
2016-12-26 20:59:17,CA,Clear
2016-12-26 21:09:29,CA,Clear
2016-12-26 22:00:33,CA,Clear
2016-12-26 22:08:43,CA,Clear
2016-12-26 22:39:49,CA,Clear
2016-12-26 22:38:59,CA,Clear
2016-12-26 23:39:04,CA,Clear
2016-12-27 00:03:49,CA,Clear
2016-12-27 00:49:55,CA,Clear
2016-12-27 01:59:19,CA,Mostly Cloudy
2016-12-27 02:13:00,CA,Clear
2016-12-27 02:05:09,CA,Mostly Cloudy
2016-12-27 02:06:43,CA,Clear
2016-12-27 02:32:13,CA,Clear
2016-12-27 02:16:00,CA,Clear
2016-12-27 02:48:44,CA,Clear
2016-12-27 03:23:57,CA,Clear
2016-12-27 04:03:28,CA,Clear
2016-12-27 03:36:33,CA,Clear
2016-12-27 07:21:13,CA,Clear
2016-12-27 07:20:08,CA,Partly Cloudy
2016-12-27 07:20:46,CA,Clear
2016-12-27 08:42:03,CA,Clear
2016-12-27 09:06:33,CA,Partly Cloudy
2016-12-27 09:04:22,CA,Clear
2016-12-27 09:04:48,CA,Clear
2016-12-27 09:50:29,CA,Clear
2016-12-27 09:57:08,CA,Partly Cloudy
2016-12-27 10:16:48,CA,Clear
2016-12-27 10:49:31,CA,Clear
2016-12-27 10:50:30,CA,Clear
2016-12-27 11:00:27,CA,Clear
2016-12-27 11:13:34,CA,Clear
2016-12-27 11:23:56,CA,Partly Cloudy
2016-12-27 11:31:07,CA,Clear
2016-12-27 11:49:04,CA,Clear
2016-12-27 11:57:49,CA,Partly Cloudy
2016-12-27 11:59:02,CA,Clear
2016-12-27 12:35:03,CA,Clear
2016-12-27 13:06:30,CA,Scattered Clouds
2016-12-27 13:17:33,CA,Scattered Clouds
2016-12-27 13:50:42,CA,Clear
2016-12-27 13:59:19,CA,Mostly Cloudy
2016-12-27 14:25:41,CA,Mostly Cloudy
2016-12-27 14:28:39,CA,Clear
2016-12-27 14:32:28,CA,Clear
2016-12-27 14:45:45,CA,Scattered Clouds
2016-12-27 14:47:26,CA,Clear
2016-12-27 14:44:17,CA,Mostly Cloudy
2016-12-27 14:43:03,CA,Clear
2016-12-27 15:09:06,CA,Mostly Cloudy
2016-12-27 15:18:18,CA,Clear
2016-12-27 15:34:10,CA,Mostly Cloudy
2016-12-27 15:33:18,CA,Mostly Cloudy
2016-12-27 15:31:32,CA,Clear
2016-12-27 15:32:19,CA,Clear
2016-12-27 15:39:43,CA,Clear
2016-12-27 15:40:25,CA,Mostly Cloudy
2016-12-27 15:38:20,CA,Clear
2016-12-27 15:46:59,CA,Scattered Clouds
2016-12-27 16:10:21,CA,Clear
2016-12-27 16:15:48,CA,Clear
2016-12-27 16:29:10,CA,Mostly Cloudy
2016-12-27 16:25:27,CA,Clear
2016-12-27 16:32:23,CA,Mostly Cloudy
2016-12-27 16:39:37,CA,Clear
2016-12-27 16:32:09,CA,Clear
2016-12-27 16:33:42,CA,Clear
2016-12-27 16:41:27,CA,Scattered Clouds
2016-12-27 17:07:26,CA,Clear
2016-12-27 16:56:18,CA,Clear
2016-12-27 17:20:48,CA,Clear
2016-12-27 17:19:51,CA,Clear
2016-12-27 17:29:22,CA,Scattered Clouds
2016-12-27 17:33:29,CA,Scattered Clouds
2016-12-27 17:34:57,CA,Scattered Clouds
2016-12-27 17:36:04,CA,Clear
2016-12-27 17:45:19,CA,Clear
2016-12-27 18:01:59,CA,Scattered Clouds
2016-12-27 18:11:07,CA,Clear
2016-12-27 18:20:22,CA,Partly Cloudy
2016-12-27 18:27:29,CA,Clear
2016-12-27 18:25:39,CA,Clear
2016-12-27 18:39:16,CA,Clear
2016-12-27 18:48:35,CA,Clear
2016-12-27 19:04:09,CA,Clear
2016-12-27 19:06:05,CA,Scattered Clouds
2016-12-27 19:03:37,CA,Partly Cloudy
2016-12-27 19:13:49,CA,Clear
2016-12-27 19:15:53,CA,Partly Cloudy
2016-12-27 19:21:23,CA,Clear
2016-12-27 19:35:41,CA,Clear
2016-12-27 19:39:46,CA,Mostly Cloudy
2016-12-27 19:36:50,CA,
2016-12-27 19:57:02,CA,Light Rain
2016-12-27 20:21:09,CA,Clear
2016-12-27 20:22:12,CA,Clear
2016-12-27 20:20:17,CA,Clear
2016-12-27 20:35:05,CA,Clear
2016-12-27 20:28:22,CA,Clear
2016-12-27 20:37:55,CA,Clear
2016-12-27 20:37:21,CA,Partly Cloudy
2016-12-27 20:37:43,CA,Clear
2016-12-27 20:48:31,CA,Clear
2016-12-27 20:54:46,CA,Clear
2016-12-27 20:49:12,CA,Clear
2016-12-27 20:53:25,CA,Clear
2016-12-27 20:50:43,CA,Clear
2016-12-27 20:59:50,CA,Clear
2016-12-27 20:59:05,CA,Clear
2016-12-27 21:00:21,CA,Clear
2016-12-27 20:58:59,CA,Clear
2016-12-27 21:02:30,CA,Clear
2016-12-27 21:04:03,CA,Clear
2016-12-27 21:02:27,CA,Clear
2016-12-27 21:08:12,CA,Clear
2016-12-27 21:06:43,CA,Clear
2016-12-27 21:15:05,CA,Clear
2016-12-27 21:19:03,CA,Clear
2016-12-27 21:33:49,CA,Clear
2016-12-27 21:35:41,CA,Clear
2016-12-27 21:34:54,CA,Clear
2016-12-27 21:41:59,CA,Clear
2016-12-27 21:55:08,CA,Clear
2016-12-27 21:54:26,CA,Clear
2016-12-27 21:50:12,CA,Clear
2016-12-27 21:56:29,CA,Clear
2016-12-27 21:56:46,CA,Clear
2016-12-27 22:23:03,CA,Clear
2016-12-27 22:25:19,CA,Clear
2016-12-27 22:51:30,CA,Clear
2016-12-27 22:52:27,CA,Clear
2016-12-27 23:47:02,CA,Clear
2016-12-27 23:45:02,CA,Clear
2016-12-28 01:41:19,CA,Clear
2016-12-28 04:08:19,CA,Partly Cloudy
2016-12-28 04:07:03,CA,Clear
2016-12-28 04:29:42,CA,Clear
2016-12-28 07:48:06,CA,Clear
2016-12-28 08:27:00,CA,Clear
2016-12-28 08:53:52,CA,Clear
2016-12-28 08:59:09,CA,Clear
2016-12-28 08:59:59,CA,Clear
2016-12-28 08:56:58,CA,Clear
2016-12-28 09:14:57,CA,Clear
2016-12-28 09:17:28,CA,Partly Cloudy
2016-12-28 09:17:28,CA,Clear
2016-12-28 09:24:32,CA,Clear
2016-12-28 09:30:33,CA,Clear
2016-12-28 09:44:57,CA,Clear
2016-12-28 09:53:30,CA,Clear
2016-12-28 09:55:49,CA,Clear
2016-12-28 10:12:38,CA,Clear
2016-12-28 10:16:02,CA,Clear
2016-12-28 10:25:29,CA,Clear
2016-12-28 10:21:09,CA,Clear
2016-12-28 10:34:30,CA,Clear
2016-12-28 10:30:42,CA,Clear
2016-12-28 11:05:38,CA,Clear
2016-12-28 11:12:00,CA,Clear
2016-12-28 11:17:20,CA,Clear
2016-12-28 11:14:09,CA,Clear
2016-12-28 11:17:24,CA,Clear
2016-12-28 11:44:49,CA,Clear
2016-12-28 11:41:35,CA,Clear
2016-12-28 12:26:01,CA,Clear
2016-12-28 12:26:16,CA,Partly Cloudy
2016-12-28 12:25:07,CA,Clear
2016-12-28 12:22:44,CA,Clear
2016-12-28 12:16:33,CA,Clear
2016-12-28 12:33:27,CA,Clear
2016-12-28 12:42:54,CA,Clear
2016-12-28 12:56:48,CA,Clear
2016-12-28 13:06:47,CA,Clear
2016-12-28 13:23:00,CA,Partly Cloudy
2016-12-28 13:16:36,CA,Clear
2016-12-28 13:16:01,CA,Clear
2016-12-28 13:17:16,CA,Clear
2016-12-28 13:17:55,CA,Clear
2016-12-28 13:31:10,CA,Clear
2016-12-28 13:42:43,CA,Clear
2016-12-28 13:43:34,CA,Clear
2016-12-28 14:00:51,CA,Clear
2016-12-28 14:01:31,CA,Clear
2016-12-28 14:16:56,CA,Clear
2016-12-28 14:33:17,CA,Clear
2016-12-28 14:43:18,CA,Clear
2016-12-28 14:51:59,CA,Partly Cloudy
2016-12-28 15:09:54,CA,Clear
2016-12-28 15:17:12,CA,Clear
2016-12-28 15:44:40,CA,Clear
2016-12-28 15:53:32,CA,Clear
2016-12-28 15:54:50,CA,Clear
2016-12-28 16:09:11,CA,Clear
2016-12-28 16:24:14,CA,Clear
2016-12-28 16:23:08,CA,Clear
2016-12-28 16:19:07,CA,Clear
2016-12-28 16:21:48,CA,Clear
2016-12-28 16:34:34,CA,Clear
2016-12-28 16:35:50,CA,Clear
2016-12-28 16:43:24,CA,Clear
2016-12-28 17:13:45,CA,Clear
2016-12-28 17:09:49,CA,Clear
2016-12-28 17:28:45,CA,Clear
2016-12-28 17:34:10,CA,Clear
2016-12-28 17:38:57,CA,Clear
2016-12-28 18:09:00,CA,Partly Cloudy
2016-12-28 18:36:56,CA,Clear
2016-12-28 18:47:32,CA,Clear
2016-12-28 19:00:49,CA,Clear
2016-12-28 19:07:08,CA,Light Rain
2016-12-28 19:03:58,CA,Clear
2016-12-28 18:56:19,CA,Clear
2016-12-28 19:06:11,CA,Clear
2016-12-28 19:08:20,CA,Clear
2016-12-28 19:07:36,CA,Clear
2016-12-28 19:15:34,CA,Clear
2016-12-28 19:41:10,CA,Clear
2016-12-28 19:44:46,CA,Clear
2016-12-28 19:41:55,CA,Clear
2016-12-28 19:51:32,CA,Clear
2016-12-28 19:58:32,CA,Clear
2016-12-28 19:56:51,CA,Clear
2016-12-28 20:17:15,CA,Clear
2016-12-28 20:28:32,CA,Clear
2016-12-28 20:26:51,CA,Clear
2016-12-28 20:34:56,CA,Clear
2016-12-28 20:38:08,CA,Clear
2016-12-28 20:40:12,CA,Clear
2016-12-28 20:39:02,CA,Clear
2016-12-28 20:54:12,CA,Clear
2016-12-28 20:51:36,CA,Clear
2016-12-28 20:48:18,CA,Clear
2016-12-28 20:59:09,CA,Clear
2016-12-28 21:36:25,CA,Clear
2016-12-28 21:29:01,CA,Clear
2016-12-28 21:22:11,CA,Clear
2016-12-28 21:30:56,CA,Clear
2016-12-28 21:28:02,CA,Clear
2016-12-28 21:37:06,CA,Clear
2016-12-28 21:44:02,CA,Clear
2016-12-28 21:55:55,CA,Clear
2016-12-28 22:06:15,CA,Clear
2016-12-28 22:13:04,CA,Clear
2016-12-28 22:25:05,CA,Clear
2016-12-28 22:25:33,CA,Clear
2016-12-28 22:21:05,CA,Clear
2016-12-28 22:27:45,CA,Clear
2016-12-28 22:33:23,CA,Clear
2016-12-28 22:48:16,CA,Clear
2016-12-28 22:58:31,CA,Clear
2016-12-28 23:10:10,CA,Clear
2016-12-28 23:43:43,CA,Clear
2016-12-28 23:55:14,CA,Clear
2016-12-28 23:54:15,CA,Clear
2016-12-28 23:56:07,CA,Clear
2016-12-28 23:56:57,CA,Clear
2016-12-28 23:57:57,CA,Clear
2016-12-29 00:37:32,CA,Clear
2016-12-29 00:40:57,CA,Clear
2016-12-29 00:38:23,CA,Clear
2016-12-29 01:06:20,CA,Clear
2016-12-29 01:19:27,CA,Clear
2016-12-29 01:36:42,CA,Clear
2016-12-29 01:37:30,CA,Clear
2016-12-29 02:23:46,CA,Clear
2016-12-29 02:33:47,CA,Clear
2016-12-29 02:27:24,CA,Clear
2016-12-29 02:56:46,CA,Clear
2016-12-29 03:09:18,CA,Clear
2016-12-29 03:41:37,CA,Clear
2016-12-29 04:37:14,CA,Clear
2016-12-29 05:21:44,CA,Partly Cloudy
2016-12-29 07:22:57,CA,Clear
2016-12-29 07:19:15,CA,Clear
2016-12-29 08:42:15,CA,Clear
2016-12-29 08:51:35,CA,Clear
2016-12-29 08:49:52,CA,Clear
2016-12-29 09:00:09,CA,Clear
2016-12-29 08:57:17,CA,Partly Cloudy
2016-12-29 09:06:27,CA,Partly Cloudy
2016-12-29 09:09:55,CA,Clear
2016-12-29 09:21:48,CA,Clear
2016-12-29 09:36:20,CA,Clear
2016-12-29 09:33:57,CA,Clear
2016-12-29 09:33:00,CA,Clear
2016-12-29 09:40:47,CA,Clear
2016-12-29 10:05:26,CA,Clear
2016-12-29 10:12:10,CA,Clear
2016-12-29 10:14:45,CA,Haze
2016-12-29 10:17:43,CA,Clear
2016-12-29 10:39:20,CA,Clear
2016-12-29 10:40:33,CA,Clear
2016-12-29 10:36:07,CA,Clear
2016-12-29 10:49:09,CA,Clear
2016-12-29 10:50:55,CA,Clear
2016-12-29 10:48:56,CA,Haze
2016-12-29 10:47:00,CA,Clear
2016-12-29 10:58:11,CA,Clear
2016-12-29 11:28:57,CA,Clear
2016-12-29 11:28:12,CA,Haze
2016-12-29 11:30:08,CA,Clear
2016-12-29 11:37:35,CA,Partly Cloudy
2016-12-29 11:44:48,CA,Clear
2016-12-29 12:09:21,CA,Clear
2016-12-29 12:44:32,CA,Clear
2016-12-29 12:59:19,CA,Haze
2016-12-29 13:07:44,CA,Partly Cloudy
2016-12-29 13:09:27,CA,Clear
2016-12-29 13:12:52,CA,Clear
2016-12-29 13:21:23,CA,Clear
2016-12-29 13:58:19,CA,Clear
2016-12-29 14:13:54,CA,Clear
2016-12-29 14:25:53,CA,Clear
2016-12-29 14:25:17,CA,Clear
2016-12-29 14:36:55,CA,Clear
2016-12-29 14:41:10,CA,Clear
2016-12-29 14:46:26,CA,Clear
2016-12-29 14:57:58,CA,Partly Cloudy
2016-12-29 15:08:43,CA,Clear
2016-12-29 15:10:52,CA,Clear
2016-12-29 15:52:24,CA,Clear
2016-12-29 15:54:55,CA,Mostly Cloudy
2016-12-29 15:50:03,CA,Clear
2016-12-29 15:57:50,CA,Clear
2016-12-29 16:06:44,CA,Clear
2016-12-29 16:05:44,CA,Clear
2016-12-29 16:08:00,CA,Mostly Cloudy
2016-12-29 16:08:25,CA,Mostly Cloudy
2016-12-29 16:09:41,CA,Clear
2016-12-29 16:22:23,CA,Clear
2016-12-29 16:27:06,CA,Partly Cloudy
2016-12-29 16:28:55,CA,Clear
2016-12-29 16:46:36,CA,Haze
2016-12-29 16:56:40,CA,Partly Cloudy
2016-12-29 17:06:20,CA,Clear
2016-12-29 17:13:16,CA,Clear
2016-12-29 17:11:36,CA,Clear
2016-12-29 17:08:45,CA,Haze
2016-12-29 17:39:27,CA,Clear
2016-12-29 17:36:11,CA,Clear
2016-12-29 18:04:21,CA,Scattered Clouds
2016-12-29 18:05:30,CA,Scattered Clouds
2016-12-29 18:16:12,CA,Clear
2016-12-29 18:12:25,CA,Clear
2016-12-29 18:14:03,CA,Haze
2016-12-29 18:12:54,CA,Clear
2016-12-29 18:27:35,CA,Clear
2016-12-29 18:27:00,CA,Clear
2016-12-29 18:27:41,CA,Clear
2016-12-29 18:23:43,CA,Clear
2016-12-29 18:28:34,CA,Clear
2016-12-29 18:29:51,CA,Clear
2016-12-29 18:17:09,CA,Clear
2016-12-29 18:34:18,CA,Clear
2016-12-29 18:55:18,CA,Clear
2016-12-29 19:23:58,CA,Clear
2016-12-29 19:26:52,CA,Clear
2016-12-29 19:29:43,CA,Clear
2016-12-29 19:34:38,CA,Mostly Cloudy
2016-12-29 19:37:10,CA,Mostly Cloudy
2016-12-29 19:55:31,CA,Mostly Cloudy
2016-12-29 20:05:10,CA,Mostly Cloudy
2016-12-29 20:14:38,CA,Clear
2016-12-29 20:39:31,CA,Mostly Cloudy
2016-12-29 20:38:00,CA,Mostly Cloudy
2016-12-29 20:36:39,CA,Scattered Clouds
2016-12-29 20:38:39,CA,Scattered Clouds
2016-12-29 20:40:10,CA,Scattered Clouds
2016-12-29 20:38:06,CA,Clear
2016-12-29 20:39:44,CA,Clear
2016-12-29 20:47:23,CA,Scattered Clouds
2016-12-29 20:47:53,CA,Clear
2016-12-29 21:27:36,CA,Haze
2016-12-29 21:54:34,CA,Haze
2016-12-29 21:41:24,CA,Clear
2016-12-29 21:51:26,CA,Clear
2016-12-29 21:30:24,CA,Clear
2016-12-29 21:52:03,CA,Clear
2016-12-29 21:25:41,CA,Clear
2016-12-29 21:52:36,CA,Clear
2016-12-29 21:28:42,CA,Clear
2016-12-29 21:57:37,CA,Clear
2016-12-29 22:03:23,CA,Haze
2016-12-29 22:10:42,CA,Clear
2016-12-29 22:17:24,CA,Clear
2016-12-29 22:40:32,CA,Clear
2016-12-29 22:50:10,CA,Clear
2016-12-29 23:40:36,CA,Clear
2016-12-30 00:19:28,CA,Mostly Cloudy
2016-12-30 00:20:04,CA,Clear
2016-12-30 01:17:45,CA,Light Rain
2016-12-30 01:31:56,CA,Mostly Cloudy
2016-12-30 01:31:10,CA,Clear
2016-12-30 02:24:46,CA,Clear
2016-12-30 02:16:21,CA,Mostly Cloudy
2016-12-30 02:49:17,CA,Fog
2016-12-30 02:51:12,CA,Partly Cloudy
2016-12-30 02:59:59,CA,Clear
2016-12-30 03:56:33,CA,Clear
2016-12-30 05:45:30,CA,Partly Cloudy
2016-12-30 05:39:50,CA,Partly Cloudy
2016-12-30 06:08:24,CA,Clear
2016-12-30 06:33:37,CA,Clear
2016-12-30 07:55:02,CA,Clear
2016-12-30 07:29:07,CA,Clear
2016-12-30 08:18:26,CA,Overcast
2016-12-30 08:55:55,CA,Clear
2016-12-30 09:19:10,CA,Clear
2016-12-30 10:12:43,CA,Clear
2016-12-30 10:22:35,CA,Mostly Cloudy
2016-12-30 10:34:17,CA,Overcast
2016-12-30 11:13:18,CA,Partly Cloudy
2016-12-30 11:19:54,CA,Mostly Cloudy
2016-12-30 11:27:59,CA,Partly Cloudy
2016-12-30 11:41:24,CA,Overcast
2016-12-30 11:39:51,CA,Clear
2016-12-30 12:01:48,CA,Scattered Clouds
2016-12-30 12:12:56,CA,Partly Cloudy
2016-12-30 12:25:56,CA,Overcast
2016-12-30 12:30:54,CA,Haze
2016-12-30 12:49:28,CA,Mostly Cloudy
2016-12-30 12:59:30,CA,Clear
2016-12-30 13:43:44,CA,Clear
2016-12-30 13:44:27,CA,Clear
2016-12-30 13:48:44,CA,Clear
2016-12-30 14:32:35,CA,Clear
2016-12-30 14:41:20,CA,Clear
2016-12-30 14:55:39,CA,Mostly Cloudy
2016-12-30 14:57:03,CA,Clear
2016-12-30 14:59:49,CA,Partly Cloudy
2016-12-30 15:17:40,CA,Haze
2016-12-30 15:19:53,CA,Clear
2016-12-30 15:33:48,CA,Partly Cloudy
2016-12-30 15:47:09,CA,Clear
2016-12-30 15:44:36,CA,Clear
2016-12-30 15:51:52,CA,Clear
2016-12-30 15:52:59,CA,Clear
2016-12-30 15:59:04,CA,Clear
2016-12-30 16:31:36,CA,Clear
2016-12-30 16:31:02,CA,Clear
2016-12-30 16:31:24,CA,Haze
2016-12-30 16:46:59,CA,Partly Cloudy
2016-12-30 16:46:28,CA,Clear
2016-12-30 16:43:46,CA,Haze
2016-12-30 16:50:17,CA,Haze
2016-12-30 16:57:09,CA,Clear
2016-12-30 17:08:16,CA,Clear
2016-12-30 17:19:24,CA,Clear
2016-12-30 17:20:08,CA,Scattered Clouds
2016-12-30 17:22:06,CA,Clear
2016-12-30 17:36:38,CA,Clear
2016-12-30 17:50:08,CA,Scattered Clouds
2016-12-30 17:49:21,CA,Haze
2016-12-30 18:03:14,CA,Partly Cloudy
2016-12-30 18:14:54,CA,Clear
2016-12-30 18:11:35,CA,Clear
2016-12-30 18:25:50,CA,Clear
2016-12-30 18:32:56,CA,Scattered Clouds
2016-12-30 18:35:47,CA,Clear
2016-12-30 18:38:58,CA,Scattered Clouds
2016-12-30 18:42:04,CA,Scattered Clouds
2016-12-30 18:44:37,CA,Clear
2016-12-30 18:45:11,CA,Scattered Clouds
2016-12-30 18:41:20,CA,Haze
2016-12-30 18:49:12,CA,Scattered Clouds
2016-12-30 18:58:32,CA,Clear
2016-12-30 19:01:07,CA,Clear
2016-12-30 19:36:14,CA,Scattered Clouds
2016-12-30 19:47:06,CA,Overcast
2016-12-30 19:40:34,CA,Mostly Cloudy
2016-12-30 20:04:05,CA,Scattered Clouds
2016-12-30 20:18:00,CA,Scattered Clouds
2016-12-30 20:18:28,CA,Scattered Clouds
2016-12-30 20:30:15,CA,Scattered Clouds
2016-12-30 20:31:27,CA,Overcast
2016-12-30 20:37:55,CA,Overcast
2016-12-30 20:42:18,CA,Scattered Clouds
2016-12-30 20:38:30,CA,Scattered Clouds
2016-12-30 20:37:14,CA,Clear
2016-12-30 20:57:43,CA,Overcast
2016-12-30 21:10:24,CA,Mostly Cloudy
2016-12-30 21:32:34,CA,Overcast
2016-12-30 21:35:15,CA,Partly Cloudy
2016-12-30 21:29:25,CA,Overcast
2016-12-30 21:27:16,CA,Clear
2016-12-30 21:33:45,CA,Clear
2016-12-30 21:37:53,CA,Clear
2016-12-30 21:28:03,CA,Clear
2016-12-30 21:42:38,CA,Overcast
2016-12-30 22:17:05,CA,Clear
2016-12-30 22:18:34,CA,Overcast
2016-12-30 22:45:25,CA,Overcast
2016-12-30 22:53:55,CA,Overcast
2016-12-30 22:50:38,CA,Clear
2016-12-30 23:45:25,CA,Partly Cloudy
2016-12-30 23:46:49,CA,Overcast
2016-12-30 23:46:10,CA,Overcast
2016-12-30 23:42:34,CA,Overcast
2016-12-31 01:23:30,CA,Overcast
2016-12-31 02:51:43,CA,Partly Cloudy
2016-12-31 03:40:52,CA,Clear
2016-12-31 05:27:05,CA,Mostly Cloudy
2016-12-31 05:24:37,CA,Scattered Clouds
2016-12-31 06:47:12,CA,Mostly Cloudy
2016-12-31 06:46:45,CA,Clear
2016-12-31 07:23:47,CA,Light Rain
2016-12-31 07:54:08,CA,Clear
2016-12-31 08:22:28,CA,Light Rain
2016-12-31 09:55:05,CA,Mostly Cloudy
2016-12-31 10:03:42,CA,Overcast
2016-12-31 10:03:07,CA,Overcast
2016-12-31 10:11:57,CA,Overcast
2016-12-31 10:56:24,CA,Overcast
2016-12-31 11:01:28,CA,Overcast
2016-12-31 11:27:09,CA,Overcast
2016-12-31 11:49:05,CA,Mostly Cloudy
2016-12-31 12:14:56,CA,Overcast
2016-12-31 12:54:43,CA,Overcast
2016-12-31 13:23:28,CA,Mostly Cloudy
2016-12-31 13:56:50,CA,Scattered Clouds
2016-12-31 15:16:04,CA,Clear
2016-12-31 15:37:45,CA,Clear
2016-12-31 15:51:46,CA,Clear
2016-12-31 15:57:22,CA,Clear
2016-12-31 16:07:15,CA,Clear
2016-12-31 16:08:04,CA,Clear
2016-12-31 15:59:40,CA,Clear
2016-12-31 16:30:41,CA,Clear
2016-12-31 16:28:36,CA,Mostly Cloudy
2016-12-31 16:28:04,CA,Clear
2016-12-31 16:29:28,CA,Scattered Clouds
2016-12-31 16:38:57,CA,Clear
2016-12-31 16:41:07,CA,Clear
2016-12-31 17:25:56,CA,Clear
2016-12-31 17:20:11,CA,Clear
2016-12-31 17:21:52,CA,Overcast
2016-12-31 18:36:45,CA,Clear
2016-12-31 19:02:39,CA,Clear
2016-12-31 18:57:28,CA,Clear
2016-12-31 19:32:25,CA,Partly Cloudy
2016-12-31 20:29:12,CA,Mostly Cloudy
2016-12-31 20:18:24,CA,Clear
2016-12-31 21:01:57,CA,Clear
2016-12-31 21:07:56,CA,Clear
2016-12-31 21:44:55,CA,Clear
2016-12-31 21:44:18,CA,Clear
2016-12-31 21:51:39,CA,Clear
2016-12-31 21:45:25,CA,Clear
2016-12-31 22:12:34,CA,Clear
2016-12-31 22:20:24,CA,Clear
2016-12-31 22:41:55,CA,Clear
2016-12-31 23:02:55,CA,Clear
2017-01-01 00:17:36,CA,Partly Cloudy
2017-01-01 00:26:08,CA,Overcast
